1.64,[C][C][=C][Branch1][O][N][C][=Branch1][C][=S][N][C][C][Ring1][Ring1][O][C][C][C][Ring1][N][C][#C][C][C][N][C][C][C][Branch1][C][C][Branch1][C][C][N][C][C][Ring1][Ring1]
1.66,[C][C][S][C][Branch1][Branch2][N][C][C][Branch1][C][C][C][=N][C][=Ring1][#Branch2][N][C][C][C][C][=Branch1][C][=O][C][C][=C][Branch1][C][C][C][Branch1][C][C][=O]
1.66,[C][C][C][C][N][Branch1][Ring2][C][C][O][C][=Branch1][C][=O][C][=Branch1][C][=O][O][C][C][C][=C][C][=C][N][Branch1][C][C][C][=Branch1][C][=N][N][=C][Ring1][=Branch2][N][=Ring1][N]
1.77,[C][C][=C][C][Branch1][Branch2][C][#C][C][Branch1][C][C][C][=C][N][=C][Ring1][O][C][C][=C][C][N][C][C][O][C][=Branch1][C][=O][N][C][C][C]
1.72,[C][=C][Branch1][C][C][O][C][C][C][=Branch1][C][=O][O][C][C][=O][N][#C][C][C][Branch1][#Branch1][N][C][C][C][Ring1][Ring1][C][=Branch1][C][=O][N][C][C][Ring1][Ring1][C][C][Branch1][Ring1][C][O][N][C][C][C][C][C][=O]
1.62,[C][C][=N][C][=C][Branch1][C][Cl][C][=C][Ring1][#Branch1][N][=C][Branch1][C][N][N][Ring1][=Branch1][C][C][C][Branch1][C][C][C][C][=C][C][=N][C][Branch1][C][N][=C][Ring1][#Branch1][C][O][Ring1][N]
1.7,[C][C][C][C][C][N][C][C][C][Branch1][Ring1][O][C][C][C][Ring1][Branch1][C][C][N][C][C][Branch1][#Branch2][C][N][C][=C][N][=C][Ring1][Branch1][C][C][Ring1][O]
1.68,[C][O][N][C][=Branch1][C][=O][C][=C][C][C][C][C][C][C][Ring1][Branch1][C][C][NH1][C][=C][Branch1][#Branch1][N][C][C][C][Ring1][Ring2][C][=Ring1][=Branch2][C][C][=O]
1.74,[O][=C][Branch1][#Branch2][N][C][Branch1][Ring1][C][O][C][C][O][N][C][C][C][Ring1][Ring2][C][C][=C][C][=Branch1][O][=C][Branch1][C][O][C][=C][C][Ring1][Branch2][=N][C][C][C][Ring1][O]
1.64,[C][C][C][N][C][=C][Branch1][Ring1][O][C][C][Branch1][Ring1][C][C][=C][Ring1][=Branch2][C][C][C][C][C][O][C][=N][N][=C][Branch1][C][N][C][Branch1][C][C][=N][Ring1][Branch2]
1.57,[C][N][Branch1][C][C][C][=Branch1][C][=O][C][C][=C][N][Branch1][=Branch1][C][Branch1][C][N][=S][N][=Ring1][Branch2][O][=C][N][=C][Branch1][#Branch1][N][C][C][C][Ring1][Ring1][O][C][=Branch1][C][=O][NH1][Ring1][O]
1.75,[N][C][=Branch1][C][=O][C][=N][C][=C][Branch1][C][O][N][C][=C][N][=C][Ring1][#Branch2][Ring1][Branch1][C][O][C][O][C][C][C][O][N][C][=C][C][=N][Ring1][Branch1][C][C][C][O][C][C][=C][O][N][=C][Ring1][Branch1][C][O]
1.74,[O][=C][Branch1][=Branch2][N][C][C][=C][NH1][C][=Ring1][Branch1][N][C][C][N][C][Ring1][Ring2][C][C][N][C][C][Branch1][Branch1][C][N][C][C][C][C][C][C][Ring1][=Branch2]
1.68,[C][C][C][=C][Branch1][#Branch1][N][C][Branch1][C][C][C][N][Branch1][=Branch1][C][=Branch1][C][=O][O][N][=Ring1][N][C][C][=C][Branch1][#Branch2][C][=C][N][=C][C][=C][Ring1][=Branch1][C][C][=C][C][Ring1][N]
1.74,[C][C][=C][N][=C][N][=C][Ring1][=Branch1][N][N][=C][C][=Branch1][C][=O][O][C][O][C][O][C][C][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O][NH1][N][=Ring1][Branch2]
1.69,[C][C][=Branch1][C][=O][C][=Branch1][C][=O][N][C][=C][C][C][C][C][C][Ring1][Ring2][N][C][C][C][=C][C][Branch1][=Branch1][N+1][=Branch1][C][=O][O-1][=C][O][C][Ring1][=Branch2][=O]
1.63,[C][#C][C][=C][C][=C][Branch1][#Branch2][C][Branch1][C][C][=C][Ring1][#Branch1][O][C][O][C][Ring1][=Branch2][C][C][=C][C][Branch1][Ring2][N][C][=O][=C][C][=C][Ring1][=Branch2][N][C][=O]
1.64,[C][N][=C][C][=C][Branch1][#Branch1][C][C][Branch1][C][C][C][C][=C][N][Ring1][#Branch2][C][C][N][C][=C][C][Branch1][N][C][C][=C][S][C][Branch1][C][N][=N][Ring1][=Branch1][=N][Ring1][N]
1.69,[C][C][C][N][C][=C][C][Branch1][C][Cl][=C][N][=C][C][Ring1][#Branch1][=N][Ring1][#Branch2][C][O][C][C][C][N][C][=Branch1][C][=N][N][C][C][C][Ring1][Ring2][=O][O][C][C][C][C][=C][Branch1][Ring1][C][O][C][C][C][C][C][Ring1][Ring1]
1.72,[C][O][C][C][=C][C][=Branch1][C][=N][N][=C][C][=Ring1][Branch2][C][Branch1][C][N][=O][C][=C][Branch1][O][C][C][S][=Branch1][C][=O][=Branch1][C][=O][O][O][C][C][C][C][C][Branch1][C][C][C][C][C][O][C][C][#N]
1.7,[C][C][C][C][C][O][C][=N][S][C][=C][Ring1][Branch1][N][C][C][C][=C][C][=N][C][=Branch1][C][=O][C][Branch1][C][C][=C][N][Ring1][Branch2][C][=N][Ring1][N]
1.59,[C][C][=C][C][C][Branch1][C][O][=C][Branch1][C][C][O][C][=Ring1][#Branch1][C][=C][Ring1][O][O][C][=C][C][=C][C][Branch1][Ring2][C][N][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch2][C][O][Ring1][Branch1]
1.63,[C][C][C][N][Branch1][=N][C][=C][C][=N][C][=C][Ring1][=Branch1][O][C][Ring1][Ring2][C][Ring1][N][C][=C][C][=C][C][=C][C][Branch1][Ring1][O][C][=C][Ring1][Branch2][C][=Branch1][C][=C][C]
1.59,[C][C][N][C][=Branch1][C][=O][C][C][N][C][C][Branch1][C][N][C][C][Ring1][Ring2][C][N][Branch1][C][N][C][=Branch1][C][=O][C][=C][C][Branch1][=Branch1][C][=Branch1][C][=O][O][=C][O][Ring1][Branch2]
1.67,[C][C][Branch1][C][C][O][C][=N][C][=N][C][=C][Ring1][=Branch1][O][C][Ring1][Ring2][C][=C][Branch1][O][C][C][C][Branch1][C][C][Branch1][C][C][N][C][C][C][C][Ring1][Ring2]
1.78,[C][=C][C][C][=N][N][=C][Branch1][Branch1][C][C][N][C][S][Ring1][=Branch2][C][C][C][C][C][C][C][N][C][C][C][Branch1][C][C][C][C][C][O][C][=C][C][=C][C][Branch1][Ring2][O][C][C][=C][Ring1][=Branch2][C]
1.66,[C][O][C][=N][C][Branch1][Ring1][C][N][=N][C][=C][Branch1][C][Cl][C][Ring1][#Branch2][=O][C][O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][N][C][C][=C][Ring1][#Branch1]
1.64,[O][=S][=Branch1][C][=O][Branch1][O][C][C][C][Branch1][C][O][C][C][Ring1][Ring2][N][C][C][O][C][C][C][N][C][Branch1][C][C][=C][Branch1][Ring1][O][C][C][=Branch1][C][=O][N][Ring1][=Branch2][C]
1.59,[C][C][Branch1][C][C][C][C][=N][N][C][=C][C][Branch1][C][N][=N][C][=Ring1][#Branch2][Ring1][#Branch1][C][O][C][=N][C][=N][N][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][Branch1][C][C][C]
1.55,[C][C][Branch1][C][C][N][N][=C][C][Branch1][#Branch1][N][C][C][C][Ring1][Ring2][=C][Ring1][=Branch2][N][N][S][=Branch1][C][=O][=Branch1][C][=O][N][C][C][C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][Ring1][#Branch1]
1.75,[N][C][C][C][=N][C][C][=C][NH1][C][=Ring1][Branch1][C][=Branch1][C][=O][O][Ring1][#Branch2][C][C][C][Branch1][#Branch1][N][C][C][C][C][O][C][C][=Branch1][C][=O][C][Ring1][O]
1.63,[C][C][N][Branch1][#Branch2][C][=Branch1][C][=O][C][C][C][Ring1][Ring1][C][Branch1][C][C][C][C][C][Ring1][Ring1][O][=C][C][C][=C][C][=Branch1][C][=O][N][C][=N][C][=N][C][=Ring1][O][Ring1][=Branch1]
1.73,[C][C][N][C][=Branch1][=Branch1][=C][Branch1][C][C][C][C][S][C][=C][C][=Ring1][Branch1][Cl][C][C][Branch1][C][C][C][=C][Branch1][C][O][N][=C][C][Branch1][C][Cl][=C][Ring1][Branch2][C][O]
1.68,[C][O][N][C][=N][C][=C][Branch1][C][Cl][C][Branch1][C][N][=C][C][=C][Ring1][Branch2][Ring1][O][C][C][C][N][Branch1][Ring1][C][C][C][C][N][C][C][O][C]
2.07,[C][C][Branch2][Ring1][C][C][C][C][N][Branch1][=Branch2][S][Branch1][C][C][=Branch1][C][=O][=O][C][Ring1][Branch2][=N][O][C][=C][Branch1][C][C][C][C][C][C][N][C][=Branch1][C][=O][C][C][C]
1.71,[C][C][C][C][N][C][=N][C][Branch1][Ring1][C][C][=C][O][Ring1][#Branch1][N][C][=C][Branch1][C][O][C][=N][N][Ring1][=Branch1][C][=Branch1][C][=O][N][C][C][C][Ring1][Ring1]
1.69,[C][C][=Branch1][C][=O][N][C][=Branch1][C][=O][C][=N][C][Branch1][Ring1][C][N][=C][O][Ring1][#Branch1][C][C][O][C][C][=N][N][Branch1][Branch1][C][C][C][O][N][=Ring1][=Branch2]
1.7,[C][N][C][=Branch1][C][=O][C][Branch1][C][N][C][N][C][=C][C][=N][Ring1][Branch1][C][=C][Branch1][Ring2][C][O][C][C][N][Branch1][Ring1][C][C][C][C][C][C][Ring1][Ring1]
1.65,[C][C][Branch1][C][C][C][=N][C][=N][C][=Branch1][C][=O][C][=C][Ring1][Branch2][N][C][C][=N][C][Branch1][#Branch1][C][N][Branch1][C][C][C][=C][N][=C][Ring1][#Branch2][C][=O]
1.74,[C][C][C][C][C][=C][C][Branch1][Ring2][C][O][C][=C][N][=N][Ring1][=Branch2][O][=C][C][=C][Branch1][C][O][C][=C][C][=N][NH1][C][Ring1][Branch1][=N][Ring1][O]
1.69,[C][C][O][C][=Branch1][C][=O][C][N][C][O][C][=C][C][=Ring1][Branch1][N][C][=C][Branch1][C][C][C][N][C][C][C][#C][C][N][C][C][Ring1][Ring1][C][C][C][=C][C][=C][Branch1][=Branch1][C][=C][Ring1][=Branch1][Cl][C][C][C][Ring1][Branch2]
1.73,[C][N][C][C][C][C][=Branch1][C][=O][N][N][=N][C][=C][Ring1][Branch1][C][C][C][=C][C][C][=C][N][=C][C][Branch1][C][N][=C][Ring1][#Branch1][C][C][O][=C][C][C][C][=N][C][=C][C][=C][Ring1][=Branch1][C][N][Ring1][O][O]
1.62,[C][C][C][=N][C][=C][Branch1][#Branch2][C][Branch1][C][C][C][=Branch1][C][=O][O][C][=N][Ring1][O][C][C][O][C][C][C][=Branch1][C][=O][C][C][C][Branch1][C][C][C][C][Ring1][Ring2]
1.79,[C][C][C][C][N][N][=N][N][=C][Branch1][Ring1][C][#N][C][Ring1][Branch2][=O][C][C][C][C][N][C][C][C][Branch1][C][C][Branch1][C][O][C][O]
1.7,[C][S][=Branch1][C][=O][=Branch1][C][=O][C][C][=C][C][=C][C][=N][C][Ring1][#Branch1][=O][N][C][=C][Branch1][=Branch2][C][=C][N][=C][C][=N][Ring1][=Branch1][C][=Branch1][C][=O][C][C][Ring1][N]
1.71,[N][=C][C][=C][Branch1][C][N][N][=C][N][Ring1][#Branch1][C][C][C][=Branch1][C][=O][O][O][=C][C][C][=Branch1][C][=O][C][=N][C][Branch1][Ring1][C][O][=C][C][=C][Ring1][Branch2][Ring1][N]
1.61,[C][C][=N][C][=C][C][Branch1][O][N][C][S][Branch1][C][N][=Branch1][C][=O][=O][=N][Ring1][N][C][C][Branch1][C][C][Branch1][C][O][C][=C][C][=C][N][=C][Ring1][=Branch1][N][O]
1.58,[C][C][=C][C][Branch1][C][Cl][=C][Branch1][C][Cl][C][=Branch1][C][=N][N][Ring1][=Branch2][C][Branch1][C][C][C][C][C][C][C][=C][C][=C][Branch1][=Branch1][N][=C][Ring1][=Branch1][C][C][C][N][Ring1][Branch2]
1.66,[C][=C][C][C][=C][C][=N][C][Branch1][C][N][=C][Branch1][C][C][N][Ring1][#Branch1][C][=Ring1][O][O][=C][C][C][C][=C][C][Branch1][#Branch1][C][C][C][C][Ring1][Ring1][=N][N][Ring1][=Branch2][Ring1][N]
1.67,[C][C][=C][Branch1][C][N][S][C][Branch1][#Branch1][C][C][C][C][Ring1][Ring1][=C][Ring1][#Branch2][C][C][O][C][=Branch1][C][=O][C][Branch1][C][C][N][C][C][N][C][C][N]
1.65,[C][C][Branch1][C][C][Branch1][Branch2][C][C][C][C][C][Ring1][Branch1][N][C][=N][C][=N][Ring1][Branch1][C][C][O][C][=C][C][=C][N][=C][Ring1][=Branch1][C][Branch1][C][C][O]
1.71,[C][O][N][=C][Branch1][C][C][O][C][=C][C][=C][Branch1][C][N][C][=N][Ring1][#Branch1][C][=C][C][C][N][C][=N][C][Branch1][C][N][=N][C][=C][Ring1][#Branch1][O]
1.72,[C][C][C][O][C][=Branch1][C][=O][C][C][=N][C][=C][N][Ring1][Branch1][C][O][=C][Branch1][Branch2][O][C][C][C][C][Ring1][Ring2][C][=C][N][=C][N][Ring1][Branch1][O]
1.65,[O][=C][Branch1][Ring2][C][C][O][C][N][C][=Branch1][C][=O][N][C][C][C][Ring1][Ring1][N][C][=C][Branch1][C][Cl][C][=N][C][=C][Ring1][#Branch1][C][=C][C][C][C][Ring1][Branch1]
1.83,[C][C][=C][Branch1][Ring1][C][C][C][C][N][Branch1][Ring1][C][C][C][C][N][C][C][N][Branch1][=Branch2][C][=Branch1][C][=O][C][C][C][N][N][Branch1][C][C][C]
1.65,[C][C][=C][C][Branch1][Ring2][C][C][O][=C][Branch1][Ring1][C][#N][C][=Branch1][C][=O][O][Ring1][N][C][C][O][N][C][=Branch1][C][=O][O][C][C][=C][C][C][C][Ring1][Ring1]
1.61,[C][C][Branch1][C][C][O][C][=C][NH1][C][Branch1][=Branch1][N][C][C][Ring1][Ring1][=C][Ring1][Branch2][Cl][C][O][C][=C][C][Branch1][C][C][=C][C][Branch1][Ring2][C][=N][N][=C][Ring1][#Branch2][N]
1.83,[C][C][C][C][N][=N][N][Branch1][Branch1][C][C][C][N][C][=Ring1][=Branch2][O][C][C][N][=C][O][C][=N][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][=Ring1][O]
1.68,[C][C][=Branch1][C][=O][C][=C][C][C][C][Branch1][C][C][Branch1][C][C][C][Branch1][C][N][=O][C][N][C][C][N][Branch1][=Branch2][C][C][C][Branch1][C][C][=N][O][C][Ring1][#Branch2]
1.59,[C][C][=C][C][Branch1][C][Cl][=C][C][=C][N][Branch1][Ring1][C][=O][C][Ring1][#Branch1][=C][Ring1][N][C][C][NH1][C][=C][Branch1][#Branch2][C][C][C][Branch1][C][C][C][Ring1][Branch1][C][=Ring1][#Branch2][C][N]
1.68,[C][C][N][N][=N][C][=C][Ring1][Branch1][C][C][=C][C][=C][S][Ring1][Branch1][C][O][C][O][C][C][=N][N][Branch1][#Branch1][C][C][=Branch1][C][=O][O][C][=Ring1][=Branch2]
1.71,[C][O][C][=C][C][Branch1][=Branch2][S][Branch1][C][C][=Branch1][C][=O][=O][=C][C][Ring1][=Branch2][=O][C][C][NH1][N][=C][C][=Ring1][Branch1][C][C][C][Branch1][C][N][C][=Branch1][C][=O][O]
1.62,[C][C][O][C][=C][C][Branch1][C][N][=N][C][Branch1][Ring2][N][C][=O][=C][Ring1][#Branch2][C][C][=C][N][=C][C][=Branch1][#Branch2][=C][Ring1][=Branch1][C][C][C][C][Ring1][Ring2][C][N][Ring1][=Branch2]
1.73,[C][#C][C][C][O][C][C][N][C][C][N][C][C][Ring1][Ring1][C][=C][Branch1][=Branch2][C][C][C][N][Branch1][C][C][C][C][=C][C][=C][O][Ring1][Branch1][N][#C][C][S][C][=C][C][=Ring1][Branch1][C][=C][N][=C][C][=N][Ring1][=Branch1]
1.7,[C][#C][C][=C][N][=C][Branch1][Branch1][O][C][C][N][C][Branch1][C][C][=C][Ring1][O][C][=C][Branch1][Branch2][C][C][C][C][C][Ring1][Branch1][S][C][=C][Ring1][#Branch2][N][C][C][Ring1][Branch1]
1.75,[C][N][Branch1][C][C][N][=C][O][C][C][=C][C][=C][N][=C][Ring1][=Branch1][C][=C][Branch1][Ring2][C][C][C][C][C][C][C][N][Branch1][C][C][C][Ring1][Branch1]
1.83,[C][=C][N][C][=C][N][=C][Ring1][Branch1][C][C][C][O][C][C][C][=C][C][Branch1][#Branch2][N][C][C][=C][S][C][=Ring1][Branch1][C][=N][O][Ring1][N]
1.73,[C][C][O][C][=N][NH1][N][=C][Ring1][Branch1][C][C][=Branch1][C][=O][O][C][C][=C][Branch1][Ring1][O][C][C][=C][C][Branch1][Branch1][N][C][C][C][=C][S][Ring1][=Branch2]
1.64,[C][N][Branch1][=Branch2][C][C][C][C][=C][C][Ring1][Branch1][C][=Branch1][C][=O][N][C][C][Ring1][Ring1][O][=C][C][=Branch1][C][=O][C][N][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O][C][=N][Ring1][Branch2]
1.66,[C][C][Branch1][=Branch2][C][=Branch1][C][=O][N][C][C][O][C][C][=Branch1][C][=O][C][Ring1][O][C][N][C][C][=N][C][Branch1][#Branch1][O][C][C][C][Ring1][Ring1][=C][C][=C][Ring1][#Branch2][Ring1][N]
1.77,[C][=C][Branch1][Ring1][C][C][O][C][=C][C][=C][C][=N][C][Ring1][#Branch1][=O][C][C][=Branch1][=Branch2][=N][N][C][=Branch1][C][=O][N][N][C][C][=C][O][C][=Ring1][Branch1]
1.67,[C][=C][Branch1][C][C][C][C][N][N][=C][N][=C][Ring1][Branch1][C][Branch1][C][C][C][C][C][Branch1][C][C][C][C][=Branch1][C][=O][C][C][=C][C][C][C][C][Ring1][Branch1]
1.69,[C][C][N][Branch1][N][C][=Branch1][C][=O][C][=C][N][C][C][Ring1][Ring1][C][C][C][Ring1][Ring1][C][C][=N][C][=C][Branch1][#Branch2][C][C][N][Branch1][C][C][C][C][#N][S][Ring1][N]
1.82,[C][C][C][C][N][C][C][N][Branch1][C][C][C][C][Branch1][C][C][C][C][N][C][C][Branch1][=Branch2][N][C][C][=C][C][C][C][O][C][Ring1][N][C][C][=N][N][=C][Branch1][C][C][N][Branch1][Branch1][N][C][C][O][C][Ring1][O][=O]
1.68,[C][C][=C][C][Branch1][=Branch1][O][C][C][C][N][=C][O][C][Ring1][O][=O][C][C][=N][C][=N][C][Branch1][=Branch1][N][Branch1][C][C][C][=C][Ring1][=Branch2][C][O]
1.64,[C][C][=C][N][=C][Branch1][C][N][C][Branch1][C][N][=C][Ring1][Branch2][C][=Branch1][C][=O][N][O][C][N][C][C][C][C][=C][N][=C][N][=C][Ring1][=Branch1][C][C][Ring1][N]
1.67,[C][C][=N][C][=Branch1][C][=O][C][Branch1][C][O][=C][Branch1][C][O][C][=C][Ring1][#Branch2][C][N][C][C][C][O][C][C][=C][N][Branch1][C][O][C][=Ring1][=Branch1][N][C]
1.79,[C][C][C][C][C][N][Branch1][C][C][C][C][=Branch1][C][=O][C][C][O][C][N][C][C][N][C][=Branch1][C][=O][C][O][C][=C][C][=Ring1][Branch1][Cl][C][C][C][C][C][O][C][Branch1][Ring2][C][C][O][O][C][Ring1][=Branch2]
1.66,[C][=C][Branch1][Branch1][C][N][C][=O][C][N][C][=Branch1][C][=O][C][C][C][Ring1][Ring1][C][N][C][C][=N][N][Branch1][C][C][C][=Branch1][C][=O][C][=C][Ring1][Branch2][O][C]
1.56,[C][C][Branch1][C][C][C][=C][C][Branch1][C][Cl][=C][Branch1][=Branch2][C][Branch1][C][C][Branch1][C][C][C][S][Ring1][#Branch2][C][N][C][C][C][=Branch1][C][=O][N][C][C][Branch1][Ring2][C][C][N][C][Ring1][#Branch1]
1.76,[C][C][C][=C][Branch1][C][N][N][=C][C][Branch1][C][N][=C][Ring1][Branch2][C][O][C][C][C][O][C][O][C][C][N][C][C][C][C][O][Ring1][Ring2]
1.72,[C][=C][C][O][C][=C][C][Branch1][C][Cl][=C][C][=C][Ring1][#Branch1][Ring1][#Branch2][C][=C][C][N][C][C][Branch1][C][C][Branch1][C][C][N][C][C][C][Ring1][Ring2]
1.71,[C][=C][Branch1][C][C][C][C][C][Branch1][C][O][C][C][C][C][N][C][N][C][=Branch1][C][=O][C][=C][N][=C][N][=C][Ring1][=Branch1][C][=O][C][O][C][C][C][=C][Branch1][#Branch1][C][C][C][C][Ring1][Ring2][N][Branch1][C][C][N][=Ring1][#Branch2]
1.64,[C][N][C][=C][Branch1][C][C][C][Branch1][C][C][=N][N][Ring1][#Branch1][C][C][C][=O][C][#C][C][=C][N][=C][C][Branch1][#Branch2][C][C][Branch1][C][C][Branch1][C][C][C][=C][Ring1][O]
1.76,[C][C][C][C][C][C][C][C][O][C][Ring1][Ring1][C][C][C][C][=C][Branch1][Ring1][C][O][C][C][C][N][C][C][Branch1][C][C][=O][C][O][C][C][Branch1][Ring1][C][O][=C][Branch1][C][C][N][Branch1][C][C][C][=Ring1][=Branch2][O][C]
1.61,[O][=C][Branch1][O][O][C][C][N][C][=N][N][=N][Ring1][Branch1][C][C][C][Ring1][Ring1][C][C][=C][N][Branch1][=C][C][C][N][Branch1][=Branch1][C][C][C][Ring1][Ring1][C][Ring1][#Branch1][C][=N][Ring1][N]
1.62,[C][=C][C][C][C][Branch1][N][C][=Branch1][C][=O][N][C][=Branch1][C][=O][C][O][C][Ring1][O][C][=C][O][C][=Branch1][C][=O][C][C][=N][N][=C][Branch1][C][C][N][Ring1][=Branch1][C]
1.74,[C][N][C][=C][C][=C][N][=C][Ring1][=Branch1][C][Branch1][C][C][=C][C][=O][C][C][=C][C][C][C][C][C][=C][N][=C][C][=C][Ring1][=Branch1][Ring1][N][C][C][=C][N][=C][C][=C][Ring1][=Branch1][C][=C][C][=N][C][=C][Ring1][=Branch1]
1.75,[C][O][C][=C][C][NH1][O][C][=Branch1][C][=O][C][=Ring1][=Branch1][C][=C][Ring1][#Branch2][O][C][O][C][C][=Branch1][C][=O][C][N][Branch1][C][C][C][C][C][C][#N][C][C][C][C][O][C][C][C][=Branch1][C][=O][C][C][C][Ring1][Ring1]
1.79,[C][=C][Branch1][#Branch1][C][N][C][C][Ring1][Ring1][C][=C][N][=C][N][=C][Ring1][=Branch1][C][Ring1][=N][C][C][C][=C][C][Branch1][Ring1][O][C][=N][C][Branch1][Ring1][C][#N][=C][Ring1][#Branch2][C]
1.79,[C][C][C][C][Branch1][C][C][=C][C][=Branch1][C][=O][N][=N][C][=Ring1][=Branch2][N][C][=C][Branch1][C][C][O][C][O][C][C][O][C][C][C][N]
1.65,[C][C][=C][C][=N][C][Branch1][#Branch2][C][Branch1][C][C][C][N][C][Ring1][Branch1][=C][Ring1][O][C][C][C][Branch1][C][C][Branch1][Ring1][C][N][C][C][=C][C][=N][C][=N][Ring1][=Branch1]
1.74,[O][=C][C][C][=N][C][Branch1][Branch1][N][C][C][O][=N][C][=C][Ring1][#Branch2][Ring1][N][C][O][C][C][C][C][=C][C][=Branch1][C][=N][C][=C][Branch1][C][Cl][C][=Ring1][=Branch2]
1.55,[C][=C][C][=C][Branch1][C][C][C][Branch1][C][O][=C][Branch1][C][C][C][Branch1][C][O][=C][Ring1][#Branch2][O][C][=C][Branch1][Branch2][C][C][C][=Branch1][C][=O][O][C][C][=Branch1][C][=O][N][Branch1][C][C][C]
1.79,[C][C][O][C][=Branch1][C][=O][N][C][C][O][C][C][Ring1][=Branch1][=N][C][C][C][C][C][C][=C][C][Branch1][Ring1][C][N][=C][S][Ring1][#Branch1][C][C][C][=N][C][=N][C][=C][Ring1][=Branch1][C][C][C][Ring1][Branch1]
1.64,[C][C][Branch1][C][C][Branch1][C][O][C][O][N][C][=Branch1][C][=O][N][C][C][Ring1][Ring1][C][#C][C][C][C][=C][Branch1][C][C][N][N][=C][C][=C][C][=Ring1][#Branch2][Ring1][=Branch1]
1.71,[C][C][N][Branch1][C][N][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C][N][C][C][N][C][C][C][C][C][C][C][C][=Branch1][C][=O][C][Ring1][=Branch2][=O]
1.68,[C][C][C][N][C][=N][C][=C][Ring1][Branch1][C][C][C][N][C][Ring1][#Branch1][C][N][C][=Branch1][C][=O][C][N][C][=Branch1][C][=O][C][=C][C][C][N][C][C][NH1][C][Branch1][Ring2][C][C][O][=C][C][=Ring1][Branch2][C][C][C][C][Ring1][Ring2]
